"subjects"	"S"	"prime"	"R"	"rt"
"3"	"female"	"nose"	"female"	0.61865859841221
"3"	"male"	"nose"	"male"	0.634516745594317
"3"	"female"	"nose"	"male"	0.750846562655233
"3"	"female"	"nose"	"female"	0.873311259990505
"3"	"female"	"moustache"	"female"	1.09988299613663
"3"	"male"	"moustache"	"male"	0.851621056466365
"3"	"female"	"moustache"	"female"	0.941050473105027
"3"	"male"	"moustache"	"female"	0.629172893300497
"3"	"female"	"moustache"	"female"	0.957696133337871
"3"	"female"	"nose"	"female"	0.869624565393523
"3"	"male"	"nose"	"male"	0.975156288471474
"3"	"female"	"moustache"	"male"	0.677793223268625
"3"	"male"	"moustache"	"male"	0.806642132303034
"3"	"male"	"nose"	"male"	0.658141403036357
"3"	"female"	"moustache"	"female"	0.6118765058594
"3"	"female"	"moustache"	"female"	0.637740056287553
"3"	"female"	"moustache"	"male"	0.942083297752607
"3"	"male"	"nose"	"male"	0.925710442857791
"3"	"male"	"moustache"	"male"	0.997404852089711
"3"	"female"	"nose"	"female"	0.813752795314749
"3"	"male"	"moustache"	"male"	0.729813245902597
"3"	"male"	"nose"	"male"	0.566437857261437
"3"	"male"	"nose"	"male"	0.772273159172733
"3"	"male"	"moustache"	"female"	0.631303377831701
"3"	"male"	"moustache"	"female"	0.709863092760403
"3"	"female"	"nose"	"female"	1.00561591279044
"3"	"female"	"nose"	"male"	1.45843482221304
"3"	"male"	"moustache"	"male"	0.653932766521711
"3"	"female"	"nose"	"male"	0.649997213711185
"3"	"male"	"nose"	"male"	0.791482522346656
"3"	"male"	"nose"	"male"	0.574359270664985
"3"	"female"	"moustache"	"male"	0.727560499389772
"3"	"male"	"nose"	"female"	0.751275196972904
"3"	"male"	"nose"	"female"	0.588263670410112
"3"	"male"	"moustache"	"female"	0.653999805359125
"3"	"female"	"nose"	"female"	0.790879122259161
"3"	"male"	"nose"	"male"	0.653196221174812
"3"	"male"	"moustache"	"female"	0.797064279830956
"3"	"female"	"nose"	"female"	1.54360033412913
"3"	"male"	"moustache"	"male"	0.573845950021705
"3"	"male"	"moustache"	"male"	0.648493515334662
"3"	"male"	"moustache"	"female"	0.58664804306226
"3"	"female"	"nose"	"female"	0.78705885146361
"3"	"male"	"nose"	"male"	0.783724839756642
"3"	"female"	"moustache"	"female"	1.10036043120878
"3"	"female"	"moustache"	"female"	0.861997339735389
"3"	"female"	"moustache"	"male"	0.570796446362503
"3"	"female"	"moustache"	"female"	0.939454859342848
"3"	"male"	"nose"	"female"	0.648215002542079
"3"	"female"	"moustache"	"male"	0.623404382720594
"3"	"male"	"moustache"	"female"	0.830455160120931
"3"	"female"	"nose"	"female"	0.886289921587816
"3"	"female"	"nose"	"female"	0.592683809431245
"3"	"female"	"nose"	"female"	0.630119535381118
"3"	"female"	"moustache"	"female"	1.00687848876974
"3"	"male"	"nose"	"female"	0.724828343659306
"3"	"female"	"moustache"	"female"	0.701295724289699
"3"	"male"	"nose"	"female"	0.824248101708171
"3"	"male"	"moustache"	"male"	0.867833068476548
"3"	"male"	"nose"	"male"	0.642699857180895
"3"	"female"	"nose"	"male"	0.834977489535027
"3"	"female"	"nose"	"female"	0.832190543294957
"3"	"male"	"nose"	"female"	0.753831823811788
"3"	"female"	"nose"	"female"	0.585274906768446
"3"	"female"	"moustache"	"female"	0.863883074525755
"3"	"male"	"nose"	"male"	0.780063613285871
"3"	"male"	"moustache"	"female"	0.762704515843827
"3"	"female"	"moustache"	"male"	0.738806374401158
"3"	"female"	"nose"	"female"	1.71570224644796
"3"	"male"	"moustache"	"female"	0.580913721315804
"3"	"female"	"nose"	"female"	0.863184582859358
"3"	"female"	"moustache"	"female"	0.626617012642838
"3"	"male"	"nose"	"male"	0.702936271508324
"3"	"male"	"nose"	"male"	0.789735929859958
"3"	"female"	"moustache"	"female"	1.00307179778429
"3"	"female"	"moustache"	"male"	0.627036318050132
"3"	"male"	"moustache"	"male"	0.608454910058452
"3"	"male"	"moustache"	"male"	0.670488455032686
"3"	"male"	"moustache"	"male"	0.937537732226206
"3"	"female"	"nose"	"female"	0.939778306443063
"3"	"male"	"moustache"	"male"	0.751412329886255
"3"	"male"	"nose"	"male"	0.611995219888583
"3"	"male"	"moustache"	"male"	0.807910512225586
"3"	"female"	"moustache"	"female"	0.591292023996688
"3"	"male"	"moustache"	"male"	0.640471105586244
"3"	"female"	"nose"	"female"	0.614829069375799
"3"	"female"	"nose"	"female"	1.17943715471642
"3"	"female"	"moustache"	"female"	1.01038465228796
"3"	"female"	"moustache"	"female"	0.556023084374922
"3"	"male"	"nose"	"male"	0.630881377950118
"3"	"female"	"moustache"	"male"	0.63220469417358
"3"	"male"	"moustache"	"female"	0.626189558041448
"3"	"male"	"nose"	"female"	0.600735733924985
"3"	"male"	"nose"	"female"	0.679751948870662
"3"	"female"	"nose"	"male"	0.807465525921495
"3"	"female"	"moustache"	"male"	0.665606441750287
"3"	"female"	"nose"	"male"	0.774492088961343
"3"	"male"	"moustache"	"male"	0.565117466106852
"3"	"male"	"moustache"	"female"	0.588168955486164
"3"	"male"	"nose"	"male"	0.717157224810274
"3"	"female"	"nose"	"female"	0.84330882502551
"3"	"female"	"nose"	"male"	0.95028501807288
"3"	"female"	"moustache"	"female"	0.580861304636828
"3"	"female"	"nose"	"female"	0.8283350633156
"3"	"female"	"moustache"	"female"	0.769873944038544
"3"	"female"	"moustache"	"female"	0.642040301955456
"3"	"male"	"nose"	"male"	0.675255673220164
"3"	"female"	"moustache"	"male"	0.722753983406554
"4"	"male"	"moustache"	"male"	0.374268448422014
"4"	"female"	"moustache"	"female"	0.918892584445543
"4"	"female"	"moustache"	"female"	0.788453038041089
"4"	"male"	"nose"	"male"	0.336763099577997
"4"	"male"	"nose"	"male"	0.77306182325565
"4"	"female"	"nose"	"female"	1.17824484300242
"4"	"male"	"nose"	"male"	0.40453157041128
"4"	"female"	"moustache"	"female"	0.299003149331018
"4"	"male"	"moustache"	"male"	0.358633065605433
"4"	"male"	"moustache"	"male"	0.643697645046148
"4"	"male"	"moustache"	"male"	1.02649123467067
"4"	"female"	"moustache"	"female"	0.28101413612865
"4"	"male"	"moustache"	"male"	0.444987296712682
"4"	"male"	"nose"	"female"	0.533931736319182
"4"	"male"	"moustache"	"male"	0.930030505935954
"4"	"female"	"moustache"	"female"	0.699909668954491
"4"	"female"	"nose"	"female"	0.223375738465398
"4"	"female"	"nose"	"female"	0.450721444035788
"4"	"male"	"moustache"	"male"	0.420340728353818
"4"	"female"	"nose"	"male"	0.246582563075694
"4"	"male"	"moustache"	"male"	0.320864436391765
"4"	"male"	"moustache"	"male"	0.449192980556817
"4"	"female"	"nose"	"female"	0.231949252982962
"4"	"female"	"nose"	"female"	0.248293124155629
"4"	"female"	"moustache"	"female"	0.299494362012744
"4"	"male"	"nose"	"male"	0.319172769998998
"4"	"male"	"moustache"	"male"	0.470635115637233
"4"	"female"	"nose"	"female"	0.409244226181087
"4"	"male"	"nose"	"male"	0.308736104268804
"4"	"female"	"moustache"	"female"	0.36610790891222
"4"	"male"	"moustache"	"male"	0.343617904413208
"4"	"male"	"nose"	"male"	0.476045619755446
"4"	"male"	"moustache"	"male"	0.37816246419798
"4"	"male"	"nose"	"male"	0.805092655585179
"4"	"female"	"nose"	"female"	1.18632822006663
"4"	"male"	"nose"	"male"	0.427206484640976
"4"	"female"	"nose"	"female"	0.309943211026834
"4"	"male"	"nose"	"male"	0.24725256272155
"4"	"male"	"nose"	"male"	0.229405163035638
"4"	"male"	"moustache"	"male"	0.526960571497656
"4"	"male"	"moustache"	"male"	0.568963137157373
"4"	"male"	"moustache"	"male"	0.373961179551893
"4"	"female"	"moustache"	"female"	0.315734902419114
"4"	"male"	"nose"	"male"	0.292475076754838
"4"	"male"	"moustache"	"female"	0.407567770509748
"4"	"female"	"nose"	"female"	0.288570785337559
"4"	"female"	"nose"	"female"	0.406354877640482
"4"	"male"	"nose"	"male"	0.604941659061264
"4"	"female"	"nose"	"female"	0.658787387675353
"4"	"male"	"nose"	"male"	0.329651559140326
"4"	"female"	"moustache"	"male"	0.345753190877314
"4"	"male"	"moustache"	"female"	0.226119991035299
"4"	"male"	"moustache"	"male"	0.456427371305556
"4"	"female"	"moustache"	"female"	2.12329159161997
"4"	"male"	"moustache"	"male"	1.03197325102303
"4"	"male"	"moustache"	"male"	0.294770781340492
"4"	"male"	"nose"	"male"	0.366004434917217
"4"	"female"	"moustache"	"female"	0.383980550506807
"4"	"male"	"nose"	"male"	0.566787554558142
"4"	"male"	"moustache"	"male"	0.318055493318248
"4"	"male"	"nose"	"male"	0.429996991248685
"4"	"female"	"nose"	"female"	0.250015872282813
"4"	"male"	"nose"	"female"	0.383001446398454
"4"	"male"	"moustache"	"male"	0.373092528303336
"4"	"female"	"nose"	"female"	0.681352919983535
"4"	"male"	"nose"	"male"	0.292667121216567
"4"	"female"	"moustache"	"female"	0.795780284264046
"4"	"male"	"moustache"	"male"	0.91895540770114
"4"	"female"	"nose"	"female"	0.480271859914548
"4"	"male"	"nose"	"male"	0.398484185767846
"4"	"male"	"nose"	"male"	0.393017428202567
"4"	"male"	"nose"	"male"	0.47308931949099
"4"	"female"	"moustache"	"female"	0.923618315897307
"4"	"female"	"moustache"	"female"	0.500942252152281
"4"	"female"	"moustache"	"female"	0.272559292793905
"4"	"male"	"moustache"	"male"	0.408852796409641
"4"	"male"	"nose"	"male"	0.495162530002774
"4"	"male"	"nose"	"male"	0.749099902934868
"4"	"male"	"moustache"	"male"	0.2729203084807
"4"	"male"	"nose"	"male"	0.393049676630428
"4"	"female"	"nose"	"female"	0.989209098560882
"4"	"female"	"nose"	"female"	0.7431711557484
"4"	"female"	"moustache"	"female"	0.307909013278042
"4"	"female"	"moustache"	"female"	0.333960905862854
"4"	"female"	"moustache"	"female"	0.322415379455564
"4"	"female"	"nose"	"female"	0.241080596094621
"4"	"female"	"moustache"	"female"	0.39210697379097
"4"	"male"	"moustache"	"male"	0.313732716875528
"4"	"female"	"moustache"	"female"	0.757015096657896
"4"	"female"	"moustache"	"female"	0.635367218418162
"4"	"male"	"moustache"	"male"	0.586617133518937
"4"	"female"	"moustache"	"female"	0.44624971198535
"4"	"female"	"nose"	"male"	0.49135214063396
"4"	"female"	"nose"	"female"	0.254165519691555
"4"	"male"	"nose"	"male"	0.392746025018207
"4"	"male"	"moustache"	"male"	0.649403389282688
"4"	"male"	"moustache"	"male"	0.342968709344504
"4"	"female"	"moustache"	"female"	0.390407594246645
"4"	"male"	"nose"	"male"	0.493438734052914
"4"	"male"	"nose"	"male"	0.348111986300991
"4"	"male"	"moustache"	"male"	0.528097753590621
"4"	"male"	"moustache"	"female"	0.250005368185294
"4"	"male"	"nose"	"male"	0.412756562457148
"4"	"male"	"moustache"	"male"	0.339651735909582
"4"	"female"	"nose"	"female"	0.312967224424462
"4"	"female"	"moustache"	"female"	0.237469738800284
"4"	"male"	"moustache"	"male"	0.320822051055689
"4"	"female"	"nose"	"male"	0.29637213392638
"4"	"female"	"nose"	"female"	0.26907810962015
"4"	"male"	"moustache"	"male"	0.838778660821369
"4"	"male"	"nose"	"male"	0.497239578016348
"4"	"female"	"moustache"	"female"	0.511329189485016
"4"	"female"	"nose"	"female"	0.233948881830515
"4"	"female"	"nose"	"female"	0.212878598576547
"4"	"female"	"moustache"	"female"	0.570413086429043
"4"	"male"	"nose"	"male"	0.481076513286294
"4"	"female"	"nose"	"female"	0.32190674977223
"4"	"female"	"nose"	"female"	0.321647499003054
"4"	"female"	"moustache"	"female"	0.480313139233979
"4"	"female"	"nose"	"female"	0.277008231880635
"4"	"female"	"moustache"	"female"	0.585342586776749
"4"	"male"	"moustache"	"male"	0.308856772188134
"4"	"female"	"moustache"	"female"	0.428940198508357
"4"	"female"	"nose"	"female"	0.28363538668442
"4"	"female"	"nose"	"female"	0.420020422632446
"4"	"male"	"nose"	"female"	0.420207410285379
"4"	"female"	"moustache"	"female"	0.254074285080767
"4"	"female"	"nose"	"female"	0.873297070578008
"4"	"female"	"moustache"	"female"	0.386420642552866
"4"	"female"	"moustache"	"female"	0.284954159602569
"4"	"female"	"nose"	"female"	0.315999042484079
"4"	"male"	"moustache"	"male"	0.66482936093207
"4"	"male"	"moustache"	"male"	0.372305825207425
"4"	"male"	"moustache"	"male"	0.434294508382663
"4"	"male"	"nose"	"female"	0.422867166248334
"4"	"male"	"nose"	"male"	0.41751438172738
"4"	"female"	"moustache"	"female"	0.321539648276727
"4"	"female"	"nose"	"male"	0.546063896789231
"4"	"female"	"nose"	"female"	0.403791886619815
"4"	"male"	"nose"	"male"	0.305210214359439
"4"	"male"	"moustache"	"male"	0.745001240543384
"4"	"female"	"nose"	"female"	0.245488815303108
"4"	"male"	"moustache"	"male"	0.44180947441465
"4"	"male"	"nose"	"male"	0.418180166377122
"4"	"male"	"moustache"	"male"	0.333765903791281
"4"	"male"	"nose"	"male"	0.309532746005966
"4"	"female"	"nose"	"female"	0.749124441718864
"4"	"male"	"moustache"	"male"	0.447369652648491
"4"	"female"	"nose"	"male"	0.295221512312291
"4"	"female"	"moustache"	"female"	0.652515901302693
"4"	"male"	"nose"	"male"	0.415184777086976
"4"	"male"	"nose"	"male"	0.351185596050671
"4"	"male"	"moustache"	"male"	0.519906448181814
"4"	"female"	"nose"	"female"	0.288589440758037
"4"	"female"	"nose"	"female"	0.379452392584223
"4"	"female"	"nose"	"female"	0.358261165548037
"4"	"female"	"nose"	"female"	0.536660569034558
"4"	"female"	"nose"	"male"	0.23658805012599
"4"	"female"	"nose"	"female"	0.443703273089027
"4"	"female"	"nose"	"female"	0.282328451379178
"4"	"female"	"nose"	"female"	0.8404751588536
"4"	"male"	"nose"	"female"	0.277638846549411
"4"	"female"	"moustache"	"female"	0.471661092540167
"4"	"female"	"nose"	"female"	0.506834828556849
"4"	"female"	"moustache"	"female"	0.44150435764005
"4"	"male"	"nose"	"male"	0.270612800876475
"4"	"female"	"moustache"	"male"	0.370139231245662
"4"	"female"	"moustache"	"female"	0.247108740375826
"4"	"female"	"moustache"	"female"	0.261295386138727
"4"	"male"	"moustache"	"male"	0.691692313470754
"4"	"male"	"moustache"	"male"	0.363720254562877
"4"	"male"	"moustache"	"female"	0.364129249603521
"4"	"female"	"nose"	"female"	0.478205321165708
"4"	"female"	"nose"	"female"	0.354324578271534
"4"	"female"	"nose"	"male"	0.320885656644705
"4"	"female"	"moustache"	"female"	0.408522518558412
"4"	"male"	"moustache"	"male"	0.675294984989739
"4"	"male"	"nose"	"female"	0.276115192988601
"4"	"female"	"nose"	"female"	0.395267542620628
"4"	"male"	"moustache"	"male"	0.315800400628794
"4"	"female"	"moustache"	"female"	0.25851282279877
"4"	"male"	"nose"	"male"	0.497748144776784
"4"	"female"	"moustache"	"male"	0.221817672117406
"4"	"female"	"moustache"	"female"	0.314342921837506
"4"	"male"	"nose"	"male"	0.382291981107271
"4"	"male"	"moustache"	"male"	0.409323814296468
"4"	"female"	"moustache"	"female"	0.222634268602206
"4"	"male"	"nose"	"male"	0.50157613164654
"4"	"female"	"nose"	"female"	0.318188941521635
"4"	"male"	"moustache"	"male"	0.326221937345859
"4"	"male"	"nose"	"male"	0.355520777906329
"4"	"male"	"nose"	"male"	0.444371390349074
"4"	"male"	"nose"	"male"	0.505677560038499
"4"	"female"	"nose"	"female"	0.31033979853459
"4"	"male"	"nose"	"male"	0.356287592562076
"4"	"female"	"moustache"	"female"	0.331195318652543
"4"	"male"	"moustache"	"female"	0.214172107584452
"4"	"male"	"moustache"	"female"	0.28505465100531
"4"	"female"	"nose"	"female"	0.344707996194958
"4"	"female"	"nose"	"male"	0.623195332863119
"4"	"male"	"moustache"	"female"	0.277551270335374
"4"	"female"	"nose"	"female"	0.399935881213313
"4"	"male"	"moustache"	"male"	0.598385977314417
"4"	"female"	"nose"	"female"	0.27443599296438
"4"	"female"	"nose"	"female"	0.963538061789198
"4"	"male"	"moustache"	"male"	0.755122732875457
"4"	"male"	"moustache"	"male"	0.515259955191486
"4"	"female"	"nose"	"male"	0.264568737909157
"4"	"female"	"nose"	"female"	0.386363822746622
"4"	"female"	"nose"	"female"	0.315386196506604
"4"	"male"	"moustache"	"male"	0.398729089510059
"4"	"female"	"nose"	"female"	0.428026285174407
"4"	"female"	"moustache"	"female"	0.503255077321215
"4"	"female"	"nose"	"female"	0.524406461298248
"4"	"female"	"nose"	"female"	0.449924454513037
"4"	"female"	"moustache"	"female"	0.239801147556078
"4"	"female"	"moustache"	"male"	0.465185853667154
"4"	"male"	"nose"	"female"	1.08199129235639
"4"	"female"	"moustache"	"female"	0.724308944677383
"4"	"female"	"nose"	"female"	0.238034357434308
"4"	"female"	"nose"	"female"	0.291645090781539
"4"	"female"	"nose"	"female"	0.385205984741875
"4"	"male"	"nose"	"male"	0.435584972361638
"4"	"male"	"moustache"	"male"	0.43349805015697
"4"	"male"	"moustache"	"male"	0.363383917692231
"4"	"female"	"moustache"	"male"	0.310887369301178
"4"	"male"	"moustache"	"male"	0.301939363041463
"4"	"male"	"nose"	"male"	0.487209463359994
"4"	"male"	"nose"	"male"	0.334507782130383
"4"	"male"	"nose"	"male"	0.22341785905289
"4"	"female"	"nose"	"female"	0.248148180046827
"4"	"female"	"moustache"	"female"	0.647963346786996
"4"	"female"	"nose"	"female"	0.430253592403713
"4"	"female"	"moustache"	"female"	0.303485541882914
"4"	"male"	"moustache"	"male"	0.434306855904688
"4"	"male"	"moustache"	"male"	0.891781860522471
"4"	"female"	"nose"	"female"	0.211348938345132
"4"	"male"	"moustache"	"male"	0.390999475247162
"4"	"female"	"nose"	"male"	0.293079037306149
"4"	"male"	"nose"	"male"	0.276024021368579
"4"	"female"	"nose"	"male"	0.632524412588506
"4"	"female"	"nose"	"female"	0.348276105209182
"4"	"female"	"moustache"	"female"	1.01386973057537
"4"	"male"	"nose"	"male"	0.498875916252677
"4"	"male"	"moustache"	"male"	0.361797004918353
"4"	"female"	"moustache"	"male"	0.241451608349068
"4"	"female"	"moustache"	"female"	0.460931941750086
"4"	"female"	"moustache"	"female"	0.632436245236326
"4"	"female"	"nose"	"female"	0.285799755369665
"4"	"male"	"moustache"	"male"	0.560558730247704
"4"	"female"	"nose"	"female"	0.339677612995292
"4"	"female"	"moustache"	"male"	0.308259281523647
"4"	"female"	"moustache"	"female"	0.382990838102959
"4"	"female"	"moustache"	"female"	0.590852218969642
"4"	"female"	"nose"	"female"	0.339385058782436
"4"	"female"	"nose"	"female"	0.479230718139713
"4"	"male"	"moustache"	"male"	0.418986720599527
"4"	"male"	"moustache"	"female"	0.346434152152897
"4"	"male"	"nose"	"male"	0.443896758747886
"4"	"male"	"moustache"	"male"	0.356438325210665
"4"	"female"	"moustache"	"female"	0.404301687326177
"4"	"male"	"moustache"	"male"	0.735747782181306
"4"	"female"	"nose"	"female"	0.68216107695907
"4"	"male"	"nose"	"male"	0.447982888080674
"4"	"female"	"moustache"	"male"	0.375121776681486
"4"	"female"	"nose"	"male"	0.541362175827101
"4"	"male"	"nose"	"male"	0.425789647758116
"4"	"male"	"moustache"	"female"	0.704477491938263
"4"	"female"	"nose"	"female"	0.499305861817929
"4"	"male"	"moustache"	"male"	0.254448519603602
"4"	"female"	"nose"	"female"	0.305409159286435
"4"	"female"	"moustache"	"female"	0.229560829996975
"4"	"male"	"moustache"	"male"	0.499290630214747
"4"	"male"	"nose"	"female"	0.297823240999536
"4"	"female"	"moustache"	"female"	0.547599185398417
"4"	"female"	"nose"	"male"	0.265028334674925
"4"	"male"	"nose"	"male"	0.348429644585994
"4"	"male"	"nose"	"female"	0.511451545745787
"4"	"female"	"nose"	"female"	0.49054929369639
"4"	"male"	"moustache"	"male"	0.407314195438782
"4"	"male"	"moustache"	"male"	0.558096595819007
"4"	"female"	"nose"	"female"	0.296587879669941
"4"	"female"	"moustache"	"female"	0.292739457887306
"4"	"male"	"nose"	"male"	0.271923793452191
"4"	"male"	"nose"	"male"	0.389893498299572
"4"	"male"	"moustache"	"female"	0.569435207314383
"4"	"female"	"moustache"	"female"	0.447436656952767
"4"	"male"	"moustache"	"male"	0.411463539512019
"4"	"female"	"moustache"	"male"	0.374015267874456
"4"	"male"	"moustache"	"male"	0.36472008811279
"4"	"male"	"nose"	"male"	0.253717512711571
"4"	"female"	"moustache"	"female"	0.313411538477175
"4"	"male"	"moustache"	"male"	0.459381764382102
"4"	"male"	"nose"	"male"	0.360327365834898
"4"	"male"	"nose"	"male"	0.299679660036911
"4"	"male"	"nose"	"male"	0.273961543628063
"4"	"female"	"nose"	"female"	0.630223436272698
"4"	"female"	"nose"	"female"	0.396640003324509
"4"	"male"	"nose"	"male"	0.385053956056736
"4"	"male"	"nose"	"male"	1.4369166078664
"4"	"male"	"moustache"	"female"	0.218376267220827
"4"	"female"	"nose"	"female"	0.411251955621713
"4"	"male"	"moustache"	"male"	0.282482619852693
"4"	"female"	"nose"	"female"	0.345638106254702
"4"	"male"	"moustache"	"male"	0.509774507801429
"4"	"female"	"moustache"	"female"	0.251189809531831
"4"	"female"	"moustache"	"female"	0.273199132870906
"4"	"female"	"moustache"	"female"	0.785807173583482
"4"	"female"	"nose"	"female"	0.802117955921459
"4"	"male"	"moustache"	"male"	0.343936784778026
"4"	"female"	"moustache"	"female"	0.331008239124404
"4"	"female"	"moustache"	"female"	0.439436220363442
"4"	"female"	"moustache"	"female"	0.327683096062771
"4"	"male"	"moustache"	"male"	0.442363531383758
"4"	"female"	"moustache"	"female"	0.317672484005119
"4"	"female"	"nose"	"female"	0.476941158099006
"4"	"female"	"moustache"	"female"	0.69888982368805
"4"	"male"	"moustache"	"male"	0.373065784204213
"4"	"female"	"moustache"	"female"	0.345505467666721
"4"	"female"	"nose"	"female"	0.450136987718513
"4"	"female"	"moustache"	"female"	0.29132671276176
"4"	"female"	"moustache"	"female"	0.30808115561827
"4"	"female"	"moustache"	"female"	0.487383219543267
"4"	"female"	"moustache"	"female"	0.280468559449508
"4"	"female"	"nose"	"female"	0.524340819582679
"4"	"female"	"moustache"	"female"	0.216021052004798
"4"	"male"	"moustache"	"male"	0.405559306311858
"4"	"female"	"moustache"	"female"	0.3509628798606
"4"	"female"	"moustache"	"female"	1.21145666222772
"4"	"male"	"nose"	"male"	0.502823703916833
"4"	"female"	"moustache"	"female"	0.629227967411139
"4"	"female"	"nose"	"female"	0.337360933606096
"4"	"female"	"nose"	"female"	0.339189578702391
"4"	"female"	"moustache"	"female"	0.245339934899117
"4"	"male"	"nose"	"male"	0.280806290818739
"4"	"male"	"moustache"	"female"	0.979097302088228
"4"	"female"	"moustache"	"male"	0.452138542635811
"4"	"male"	"nose"	"male"	0.612354074806862
"4"	"male"	"nose"	"male"	0.381851664646437
"4"	"female"	"nose"	"female"	0.639948198114426
"4"	"male"	"moustache"	"male"	0.444370649034808
"4"	"male"	"nose"	"male"	1.07223425637516
"4"	"female"	"nose"	"female"	0.278184841827125
"4"	"female"	"nose"	"female"	0.381796155469876
"4"	"male"	"nose"	"male"	0.362468031930859
"4"	"female"	"nose"	"female"	0.333356616815952
"4"	"female"	"nose"	"female"	0.247911521992599
"4"	"male"	"nose"	"male"	0.444993431827703
"4"	"male"	"nose"	"male"	0.419773839825864
"4"	"male"	"moustache"	"male"	0.300663394360861
"4"	"female"	"nose"	"female"	1.04404908106396
"4"	"male"	"nose"	"male"	0.514685818708681
"4"	"female"	"moustache"	"female"	0.279597969829511
"4"	"female"	"moustache"	"female"	0.39534957940721
"4"	"male"	"nose"	"male"	0.78338497782224
"4"	"female"	"moustache"	"female"	0.216469317710252
"4"	"female"	"moustache"	"female"	0.255045952197934
"4"	"male"	"nose"	"male"	0.41238972974706
"4"	"female"	"nose"	"female"	0.253360757713182
"4"	"male"	"nose"	"male"	0.385225461173865
"4"	"male"	"moustache"	"female"	0.34359794792699
"4"	"male"	"nose"	"male"	0.430407166663578
"4"	"female"	"moustache"	"female"	0.472352980508213
"4"	"male"	"moustache"	"female"	0.287971287593042
"4"	"male"	"nose"	"female"	0.650960979417362
"4"	"male"	"nose"	"male"	0.511750291109076
"4"	"male"	"nose"	"male"	0.489780223363884
"4"	"male"	"nose"	"male"	0.451725147211125
"4"	"female"	"moustache"	"male"	0.497666018301474
"4"	"female"	"nose"	"female"	0.397697431168817
"4"	"female"	"moustache"	"female"	0.289935391900571
"4"	"male"	"nose"	"male"	0.996450269892339
"4"	"male"	"nose"	"male"	0.427833422259495
"4"	"male"	"nose"	"male"	0.389358610732085
"4"	"female"	"nose"	"female"	0.305741528962395
"4"	"male"	"nose"	"male"	0.421679900550221
"4"	"male"	"nose"	"female"	0.303623147112505
"4"	"female"	"moustache"	"female"	0.297156149283327
"4"	"male"	"nose"	"male"	0.744011954431347
"4"	"male"	"nose"	"male"	0.516084518040005
"4"	"female"	"moustache"	"male"	0.271162530455599
"4"	"male"	"moustache"	"male"	0.406188604390068
"4"	"female"	"nose"	"male"	0.231271055343992
"4"	"male"	"nose"	"male"	0.507970682326502
"4"	"female"	"moustache"	"female"	0.503221093583118
"4"	"male"	"nose"	"male"	0.725810353679685
"4"	"male"	"nose"	"male"	0.799579869215228
"4"	"male"	"moustache"	"male"	0.764305167084264
"4"	"male"	"nose"	"female"	0.263865691786634
"4"	"female"	"nose"	"female"	0.93791360888058
"4"	"male"	"moustache"	"male"	0.271993410227386
"4"	"female"	"moustache"	"female"	0.343608862574899
"4"	"female"	"nose"	"female"	0.71512890644726
"4"	"male"	"moustache"	"male"	0.820054529041406
"4"	"female"	"moustache"	"female"	0.295231103616576
"4"	"male"	"nose"	"male"	0.39203628651785
"4"	"female"	"moustache"	"male"	0.262561802411522
"4"	"male"	"moustache"	"male"	1.36597131446919
"4"	"female"	"moustache"	"female"	0.493457815634372
"4"	"female"	"moustache"	"female"	0.294216504579535
"4"	"female"	"moustache"	"female"	0.354393188500871
"4"	"female"	"nose"	"female"	0.246081341466091
"4"	"male"	"nose"	"male"	0.355754324177451
"4"	"female"	"moustache"	"female"	0.291319063666658
"4"	"female"	"moustache"	"female"	0.442007039655503
"4"	"male"	"moustache"	"male"	0.35380263833704
"4"	"male"	"nose"	"male"	0.209902718624822
"4"	"male"	"nose"	"male"	0.516708620705535
"4"	"male"	"moustache"	"female"	0.494013685611287
"4"	"male"	"moustache"	"male"	0.944863938614929
"4"	"male"	"moustache"	"male"	0.493387609378338
"4"	"male"	"nose"	"male"	0.644359078171263
"4"	"male"	"moustache"	"female"	0.704322639144803
"4"	"male"	"moustache"	"male"	0.560176862730895
"4"	"female"	"moustache"	"female"	0.327365591558261
"4"	"male"	"nose"	"male"	0.389212605907371
"4"	"male"	"moustache"	"female"	0.245344931065992
"4"	"female"	"nose"	"female"	0.351545304823201
"4"	"female"	"moustache"	"female"	0.35488273597477
"4"	"male"	"nose"	"male"	0.315187591946987
"4"	"female"	"moustache"	"female"	0.302070769723836
"4"	"male"	"nose"	"male"	0.496003602852408
"4"	"male"	"moustache"	"male"	0.505857042661052
"4"	"female"	"moustache"	"female"	0.610236703016765
"4"	"female"	"moustache"	"female"	1.09989719925244
"4"	"male"	"moustache"	"male"	0.553239462056667
"4"	"male"	"moustache"	"male"	0.472297795520181
"4"	"female"	"moustache"	"female"	0.303858777327102
"4"	"male"	"moustache"	"male"	0.232493418116159
"4"	"female"	"nose"	"female"	0.528968738480013
"4"	"male"	"nose"	"female"	0.344850699654135
"4"	"female"	"nose"	"female"	0.312003069501384
"4"	"male"	"moustache"	"male"	0.464799817045068
"4"	"female"	"moustache"	"female"	0.223281441314792
"4"	"female"	"nose"	"female"	0.897117947884897
"4"	"male"	"moustache"	"male"	0.555710099413409
"4"	"female"	"moustache"	"female"	0.345641834951571
"4"	"female"	"nose"	"female"	0.383649971410942
"4"	"male"	"nose"	"male"	0.413008973149202
"4"	"male"	"nose"	"male"	0.473284824328101
